Value,Range,Percentage,Min,Max
819.40,-8.20,(-0.99%),-12.08,2.79
819.14,-8.46,(-1.02%),-12.08,2.79
819.14,-8.46,(-1.02%),-12.08,2.79
819.14,-8.46,(-1.02%),-12.08,2.79
819.03,-8.57,(-1.04%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.13,-8.47,(-1.02%),-12.08,2.79
819.07,-8.53,(-1.03%),-12.08,2.79
819.07,-8.53,(-1.03%),-12.08,2.79
819.06,-8.54,(-1.03%),-12.08,2.79
819.04,-8.56,(-1.03%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.53,-9.07,(-1.10%),-12.08,2.79
818.70,-8.90,(-1.08%),-12.08,2.79
818.53,-9.07,(-1.10%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.02,-9.58,(-1.16%),-12.08,2.79
818.02,-9.58,(-1.16%),-12.08,2.79
817.92,-9.68,(-1.17%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.37,-9.23,(-1.12%),-12.08,2.79
818.61,-8.99,(-1.09%),-12.08,2.79
818.55,-9.05,(-1.09%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.42,-9.18,(-1.11%),-12.08,2.79
818.23,-9.37,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.36,-9.24,(-1.12%),-12.08,2.79
818.18,-9.42,(-1.14%),-12.08,2.79
818.30,-9.30,(-1.12%),-12.08,2.79
818.06,-9.54,(-1.15%),-12.08,2.79
818.06,-9.54,(-1.15%),-12.08,2.79
818.06,-9.54,(-1.15%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.45,-9.15,(-1.11%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.50,-9.10,(-1.10%),-12.08,2.79
818.34,-9.26,(-1.12%),-12.08,2.79
818.57,-9.03,(-1.09%),-12.08,2.79
818.63,-8.97,(-1.08%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.60,-9.00,(-1.09%),-12.08,2.79
818.64,-8.96,(-1.08%),-12.08,2.79
818.54,-9.06,(-1.09%),-12.08,2.79
818.66,-8.94,(-1.08%),-12.08,2.79
818.66,-8.94,(-1.08%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.57,-9.03,(-1.09%),-12.08,2.79
818.90,-8.70,(-1.05%),-12.08,2.79
818.63,-8.97,(-1.08%),-12.08,2.79
818.44,-9.16,(-1.11%),-12.08,2.79
818.77,-8.83,(-1.07%),-12.08,2.79
818.77,-8.83,(-1.07%),-12.08,2.79
818.58,-9.02,(-1.09%),-12.08,2.79
818.58,-9.02,(-1.09%),-12.08,2.79
818.63,-8.97,(-1.08%),-12.08,2.79
818.34,-9.26,(-1.12%),-12.08,2.79
818.34,-9.26,(-1.12%),-12.08,2.79
818.55,-9.05,(-1.09%),-12.08,2.79
818.53,-9.07,(-1.10%),-12.08,2.79
818.55,-9.05,(-1.09%),-12.08,2.79
818.43,-9.17,(-1.11%),-12.08,2.79
818.53,-9.07,(-1.10%),-12.08,2.79
818.43,-9.17,(-1.11%),-12.08,2.79
818.43,-9.17,(-1.11%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.07,-9.53,(-1.15%),-12.08,2.79
818.07,-9.53,(-1.15%),-12.08,2.79
818.45,-9.15,(-1.11%),-12.08,2.79
818.47,-9.13,(-1.10%),-12.08,2.79
818.49,-9.11,(-1.10%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.65,-8.95,(-1.08%),-12.08,2.79
818.70,-8.90,(-1.08%),-12.08,2.79
818.24,-9.36,(-1.13%),-12.08,2.79
818.24,-9.36,(-1.13%),-12.08,2.79
818.46,-9.14,(-1.10%),-12.08,2.79
818.45,-9.15,(-1.11%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
817.85,-9.75,(-1.18%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
817.77,-9.83,(-1.19%),-12.08,2.79
817.47,-10.13,(-1.22%),-12.08,2.79
817.47,-10.13,(-1.22%),-12.08,2.79
817.43,-10.17,(-1.23%),-12.08,2.79
817.54,-10.06,(-1.22%),-12.08,2.79
817.62,-9.98,(-1.21%),-12.08,2.79
817.51,-10.09,(-1.22%),-12.08,2.79
817.51,-10.09,(-1.22%),-12.08,2.79
817.43,-10.17,(-1.23%),-12.08,2.79
816.86,-10.74,(-1.30%),-12.08,2.79
817.07,-10.53,(-1.27%),-12.08,2.79
816.86,-10.74,(-1.30%),-12.08,2.79
816.86,-10.74,(-1.30%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.01,-10.59,(-1.28%),-12.08,2.79
817.47,-10.13,(-1.22%),-12.08,2.79
817.49,-10.11,(-1.22%),-12.08,2.79
817.43,-10.17,(-1.23%),-12.08,2.79
817.43,-10.17,(-1.23%),-12.08,2.79
817.43,-10.17,(-1.23%),-12.08,2.79
817.43,-10.17,(-1.23%),-12.08,2.79
817.51,-10.09,(-1.22%),-12.08,2.79
817.51,-10.09,(-1.22%),-12.08,2.79
817.51,-10.09,(-1.22%),-12.08,2.79
817.54,-10.06,(-1.22%),-12.08,2.79
817.74,-9.86,(-1.19%),-12.08,2.79
817.67,-9.93,(-1.20%),-12.08,2.79
817.67,-9.93,(-1.20%),-12.08,2.79
817.28,-10.32,(-1.25%),-12.08,2.79
817.67,-9.93,(-1.20%),-12.08,2.79
817.28,-10.32,(-1.25%),-12.08,2.79
817.28,-10.32,(-1.25%),-12.08,2.79
817.28,-10.32,(-1.25%),-12.08,2.79
818.05,-9.55,(-1.15%),-12.08,2.79
817.92,-9.68,(-1.17%),-12.08,2.79
818.13,-9.47,(-1.14%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.35,-9.25,(-1.12%),-12.08,2.79
817.74,-9.86,(-1.19%),-12.08,2.79
817.74,-9.86,(-1.19%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.09,-9.51,(-1.15%),-12.08,2.79
818.15,-9.45,(-1.14%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.16,-9.44,(-1.14%),-12.08,2.79
818.18,-9.42,(-1.14%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.28,-9.32,(-1.13%),-12.08,2.79
818.18,-9.42,(-1.14%),-12.08,2.79
818.18,-9.42,(-1.14%),-12.08,2.79
818.18,-9.42,(-1.14%),-12.08,2.79
818.25,-9.35,(-1.13%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.03,-9.57,(-1.16%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
818.04,-9.56,(-1.16%),-12.08,2.79
818.29,-9.31,(-1.12%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.17,-9.43,(-1.14%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.41,-9.19,(-1.11%),-12.08,2.79
818.52,-9.08,(-1.10%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.51,-9.09,(-1.10%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.26,-9.34,(-1.13%),-12.08,2.79
818.07,-9.53,(-1.15%),-12.08,2.79
818.14,-9.46,(-1.14%),-12.08,2.79
817.91,-9.69,(-1.17%),-12.08,2.79
817.91,-9.69,(-1.17%),-12.08,2.79
817.91,-9.69,(-1.17%),-12.08,2.79
817.91,-9.69,(-1.17%),-12.08,2.79
817.91,-9.69,(-1.17%),-12.08,2.79
817.91,-9.69,(-1.17%),-12.08,2.79
818.08,-9.52,(-1.15%),-12.08,2.79
818.36,-9.24,(-1.12%),-12.08,2.79
818.24,-9.36,(-1.13%),-12.08,2.79
818.24,-9.36,(-1.13%),-12.08,2.79
818.08,-9.52,(-1.15%),-12.08,2.79
818.08,-9.52,(-1.15%),-12.08,2.79
818.39,-9.21,(-1.11%),-12.08,2.79
818.87,-8.73,(-1.05%),-12.08,2.79
818.72,-8.88,(-1.07%),-12.08,2.79
818.72,-8.88,(-1.07%),-12.08,2.79
819.11,-8.49,(-1.03%),-12.08,2.79
818.95,-8.65,(-1.05%),-12.08,2.79
819.16,-8.44,(-1.02%),-12.08,2.79
819.13,-8.47,(-1.02%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
819.34,-8.26,(-1.00%),-12.08,2.79
819.34,-8.26,(-1.00%),-12.08,2.79
819.34,-8.26,(-1.00%),-12.08,2.79
819.45,-8.15,(-0.98%),-12.08,2.79
819.54,-8.06,(-0.97%),-12.08,2.79
819.40,-8.20,(-0.99%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
819.40,-8.20,(-0.99%),-12.08,2.79
819.40,-8.20,(-0.99%),-12.08,2.79
819.52,-8.08,(-0.98%),-12.08,2.79
819.42,-8.18,(-0.99%),-12.08,2.79
819.42,-8.18,(-0.99%),-12.08,2.79
819.42,-8.18,(-0.99%),-12.08,2.79
819.42,-8.18,(-0.99%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
819.04,-8.56,(-1.03%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
819.03,-8.57,(-1.04%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
819.05,-8.55,(-1.03%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.83,-8.77,(-1.06%),-12.08,2.79
818.98,-8.62,(-1.04%),-12.08,2.79
818.98,-8.62,(-1.04%),-12.08,2.79
818.86,-8.74,(-1.06%),-12.08,2.79
818.89,-8.71,(-1.05%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
818.76,-8.84,(-1.07%),-12.08,2.79
819.12,-8.48,(-1.02%),-12.08,2.79
819.12,-8.48,(-1.02%),-12.08,2.79
819.14,-8.46,(-1.02%),-12.08,2.79
819.16,-8.44,(-1.02%),-12.08,2.79
819.19,-8.41,(-1.02%),-12.08,2.79
819.18,-8.42,(-1.02%),-12.08,2.79
819.17,-8.43,(-1.02%),-12.08,2.79
819.17,-8.43,(-1.02%),-12.08,2.79
819.17,-8.43,(-1.02%),-12.08,2.79
819.17,-8.43,(-1.02%),-12.08,2.79
819.16,-8.44,(-1.02%),-12.08,2.79
819.18,-8.42,(-1.02%),-12.08,2.79
819.20,-8.40,(-1.01%),-12.08,2.79
819.20,-8.40,(-1.01%),-12.08,2.79
819.12,-8.48,(-1.02%),-12.08,2.79
819.09,-8.51,(-1.03%),-12.08,2.79
819.09,-8.51,(-1.03%),-12.08,2.79
818.98,-8.62,(-1.04%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.26,-8.34,(-1.01%),-12.08,2.79
819.31,-8.29,(-1.00%),-12.08,2.79
819.61,-7.99,(-0.97%),-12.08,2.79
819.72,-7.88,(-0.95%),-12.08,2.79
819.64,-7.96,(-0.96%),-12.08,2.79
819.65,-7.95,(-0.96%),-12.08,2.79
819.65,-7.95,(-0.96%),-12.08,2.79
819.65,-7.95,(-0.96%),-12.08,2.79
819.65,-7.95,(-0.96%),-12.08,2.79
819.65,-7.95,(-0.96%),-12.08,2.79
819.67,-7.93,(-0.96%),-12.08,2.79
819.77,-7.83,(-0.95%),-12.08,2.79
819.66,-7.94,(-0.96%),-12.08,2.79
819.69,-7.91,(-0.96%),-12.08,2.79
819.66,-7.94,(-0.96%),-12.08,2.79
819.76,-7.84,(-0.95%),-12.08,2.79
819.66,-7.94,(-0.96%),-12.08,2.79
819.66,-7.94,(-0.96%),-12.08,2.79
819.48,-8.12,(-0.98%),-12.08,2.79
819.46,-8.14,(-0.98%),-12.08,2.79
819.60,-8.00,(-0.97%),-12.08,2.79
819.43,-8.17,(-0.99%),-12.08,2.79
819.59,-8.01,(-0.97%),-12.08,2.79
819.77,-7.83,(-0.95%),-12.08,2.79
820.06,-7.54,(-0.91%),-12.08,2.79
820.62,-6.98,(-0.84%),-12.08,2.79
820.76,-6.84,(-0.83%),-12.08,2.79
820.78,-6.82,(-0.82%),-12.08,2.79
820.86,-6.74,(-0.81%),-12.08,2.79
820.63,-6.97,(-0.84%),-12.08,2.79
820.52,-7.08,(-0.86%),-12.08,2.79
820.52,-7.08,(-0.86%),-12.08,2.79
820.52,-7.08,(-0.86%),-12.08,2.79
820.79,-6.81,(-0.82%),-12.08,2.79
820.81,-6.79,(-0.82%),-12.08,2.79
820.81,-6.79,(-0.82%),-12.08,2.79
820.84,-6.76,(-0.82%),-12.08,2.79
820.95,-6.65,(-0.80%),-12.08,2.79
820.86,-6.74,(-0.81%),-12.08,2.79
820.88,-6.72,(-0.81%),-12.08,2.79
820.80,-6.80,(-0.82%),-12.08,2.79
821.02,-6.58,(-0.80%),-12.08,2.79
821.15,-6.45,(-0.78%),-12.08,2.79
821.53,-6.07,(-0.73%),-12.08,2.79
821.42,-6.18,(-0.75%),-12.08,2.79
821.43,-6.17,(-0.75%),-12.08,2.79
821.13,-6.47,(-0.78%),-12.08,2.79
821.41,-6.19,(-0.75%),-12.08,2.79
821.46,-6.14,(-0.74%),-12.08,2.79
821.28,-6.32,(-0.76%),-12.08,2.79
821.55,-6.05,(-0.73%),-12.08,2.79
821.33,-6.27,(-0.76%),-12.08,2.79
821.41,-6.19,(-0.75%),-12.08,2.79
821.41,-6.19,(-0.75%),-12.08,2.79
821.32,-6.28,(-0.76%),-12.08,2.79
821.46,-6.14,(-0.74%),-12.08,2.79
821.64,-5.96,(-0.72%),-12.08,2.79
821.75,-5.85,(-0.71%),-12.08,2.79
821.75,-5.85,(-0.71%),-12.08,2.79
821.65,-5.95,(-0.72%),-12.08,2.79
821.44,-6.16,(-0.74%),-12.08,2.79
821.34,-6.26,(-0.76%),-12.08,2.79
821.01,-6.59,(-0.80%),-12.08,2.79
820.91,-6.69,(-0.81%),-12.08,2.79
821.26,-6.34,(-0.77%),-12.08,2.79
821.26,-6.34,(-0.77%),-12.08,2.79
821.24,-6.36,(-0.77%),-12.08,2.79
821.22,-6.38,(-0.77%),-12.08,2.79
820.84,-6.76,(-0.82%),-12.08,2.79
821.21,-6.39,(-0.77%),-12.08,2.79
821.38,-6.22,(-0.75%),-12.08,2.79
821.16,-6.44,(-0.78%),-12.08,2.79
821.42,-6.18,(-0.75%),-12.08,2.79
821.42,-6.18,(-0.75%),-12.08,2.79
821.37,-6.23,(-0.75%),-12.08,2.79
821.78,-5.82,(-0.70%),-12.08,2.79
821.56,-6.04,(-0.73%),-12.08,2.79
821.63,-5.97,(-0.72%),-12.08,2.79
821.63,-5.97,(-0.72%),-12.08,2.79
821.79,-5.81,(-0.70%),-12.08,2.79
821.81,-5.79,(-0.70%),-12.08,2.79
822.22,-5.38,(-0.65%),-12.08,2.79
822.05,-5.55,(-0.67%),-12.08,2.79
822.41,-5.19,(-0.63%),-12.08,2.79
822.54,-5.06,(-0.61%),-12.08,2.79
822.38,-5.22,(-0.63%),-12.08,2.79
822.56,-5.04,(-0.61%),-12.08,2.79
822.77,-4.83,(-0.58%),-12.08,2.79
822.82,-4.78,(-0.58%),-12.08,2.79
822.58,-5.02,(-0.61%),-12.08,2.79
822.84,-4.76,(-0.58%),-12.08,2.79
822.81,-4.79,(-0.58%),-12.08,2.79
822.98,-4.62,(-0.56%),-12.08,2.79
823.20,-4.40,(-0.53%),-12.08,2.79
823.32,-4.28,(-0.52%),-12.08,2.79
823.46,-4.14,(-0.50%),-12.08,2.79
823.68,-3.92,(-0.47%),-12.08,2.79
823.67,-3.93,(-0.47%),-12.08,2.79
823.89,-3.71,(-0.45%),-12.08,2.79
823.76,-3.84,(-0.46%),-12.08,2.79
823.80,-3.80,(-0.46%),-12.08,2.79
823.80,-3.80,(-0.46%),-12.08,2.79
823.67,-3.93,(-0.47%),-12.08,2.79
823.67,-3.93,(-0.47%),-12.08,2.79
823.67,-3.93,(-0.47%),-12.08,2.79
823.73,-3.87,(-0.47%),-12.08,2.79
823.46,-4.14,(-0.50%),-12.08,2.79
823.35,-4.25,(-0.51%),-12.08,2.79
823.39,-4.21,(-0.51%),-12.08,2.79
823.51,-4.09,(-0.49%),-12.08,2.79
823.41,-4.19,(-0.51%),-12.08,2.79
823.41,-4.19,(-0.51%),-12.08,2.79
823.22,-4.38,(-0.53%),-12.08,2.79
823.31,-4.29,(-0.52%),-12.08,2.79
823.36,-4.24,(-0.51%),-12.08,2.79
823.63,-3.97,(-0.48%),-12.08,2.79
823.63,-3.97,(-0.48%),-12.08,2.79
823.36,-4.24,(-0.51%),-12.08,2.79
823.22,-4.38,(-0.53%),-12.08,2.79
822.86,-4.74,(-0.57%),-12.08,2.79
823.29,-4.31,(-0.52%),-12.08,2.79
823.29,-4.31,(-0.52%),-12.08,2.79
823.38,-4.22,(-0.51%),-12.08,2.79
823.83,-3.77,(-0.46%),-12.08,2.79
823.67,-3.93,(-0.47%),-12.08,2.79
823.75,-3.85,(-0.47%),-12.08,2.79
823.58,-4.02,(-0.49%),-12.08,2.79
823.58,-4.02,(-0.49%),-12.08,2.79
823.45,-4.15,(-0.50%),-12.08,2.79
823.32,-4.28,(-0.52%),-12.08,2.79
822.86,-4.74,(-0.57%),-12.08,2.79
822.86,-4.74,(-0.57%),-12.08,2.79
822.96,-4.64,(-0.56%),-12.08,2.79
822.75,-4.85,(-0.59%),-12.08,2.79
823.06,-4.54,(-0.55%),-12.08,2.79
823.24,-4.36,(-0.53%),-12.08,2.79
823.26,-4.34,(-0.52%),-12.08,2.79
823.27,-4.33,(-0.52%),-12.08,2.79
823.36,-4.24,(-0.51%),-12.08,2.79
823.27,-4.33,(-0.52%),-12.08,2.79
823.35,-4.25,(-0.51%),-12.08,2.79
823.25,-4.35,(-0.53%),-12.08,2.79
823.63,-3.97,(-0.48%),-12.08,2.79
824.03,-3.57,(-0.43%),-12.08,2.79
824.05,-3.55,(-0.43%),-12.08,2.79
824.18,-3.42,(-0.41%),-12.08,2.79
824.33,-3.27,(-0.40%),-12.08,2.79
824.39,-3.21,(-0.39%),-12.08,2.79
824.15,-3.45,(-0.42%),-12.08,2.79
824.37,-3.23,(-0.39%),-12.08,2.79
824.24,-3.36,(-0.41%),-12.08,2.79
824.27,-3.33,(-0.40%),-12.08,2.79
824.18,-3.42,(-0.41%),-12.08,2.79
824.14,-3.46,(-0.42%),-12.08,2.79
824.26,-3.34,(-0.40%),-12.08,2.79
824.53,-3.07,(-0.37%),-12.08,2.79
824.38,-3.22,(-0.39%),-12.08,2.79
824.39,-3.21,(-0.39%),-12.08,2.79
824.34,-3.26,(-0.39%),-12.08,2.79
824.58,-3.02,(-0.36%),-12.08,2.79
824.67,-2.93,(-0.35%),-12.08,2.79
824.82,-2.78,(-0.34%),-12.08,2.79
824.74,-2.86,(-0.35%),-12.08,2.79
824.78,-2.82,(-0.34%),-12.08,2.79
825.10,-2.50,(-0.30%),-12.08,2.79
825.16,-2.44,(-0.29%),-12.08,2.79
824.82,-2.78,(-0.34%),-12.08,2.79
824.97,-2.63,(-0.32%),-12.08,2.79
825.17,-2.43,(-0.29%),-12.08,2.79
825.22,-2.38,(-0.29%),-12.08,2.79
825.15,-2.45,(-0.30%),-12.08,2.79
825.26,-2.34,(-0.28%),-12.08,2.79
825.15,-2.45,(-0.30%),-12.08,2.79
824.88,-2.72,(-0.33%),-12.08,2.79
824.81,-2.79,(-0.34%),-12.08,2.79
824.91,-2.69,(-0.33%),-12.08,2.79
824.85,-2.75,(-0.33%),-12.08,2.79
824.87,-2.73,(-0.33%),-12.08,2.79
824.89,-2.71,(-0.33%),-12.08,2.79
824.87,-2.73,(-0.33%),-12.08,2.79
824.59,-3.01,(-0.36%),-12.08,2.79
824.36,-3.24,(-0.39%),-12.08,2.79
824.46,-3.14,(-0.38%),-12.08,2.79
824.46,-3.14,(-0.38%),-12.08,2.79
824.46,-3.14,(-0.38%),-12.08,2.79
824.58,-3.02,(-0.36%),-12.08,2.79
824.80,-2.80,(-0.34%),-12.08,2.79
824.80,-2.80,(-0.34%),-12.08,2.79
824.86,-2.74,(-0.33%),-12.08,2.79
824.97,-2.63,(-0.32%),-12.08,2.79
825.07,-2.53,(-0.31%),-12.08,2.79
824.86,-2.74,(-0.33%),-12.08,2.79
825.21,-2.39,(-0.29%),-12.08,2.79
825.52,-2.08,(-0.25%),-12.08,2.79
825.65,-1.95,(-0.24%),-12.08,2.79
825.61,-1.99,(-0.24%),-12.08,2.79
825.56,-2.04,(-0.25%),-12.08,2.79
825.62,-1.98,(-0.24%),-12.08,2.79
825.52,-2.08,(-0.25%),-12.08,2.79
825.55,-2.05,(-0.25%),-12.08,2.79
825.41,-2.19,(-0.26%),-12.08,2.79
825.70,-1.90,(-0.23%),-12.08,2.79
825.62,-1.98,(-0.24%),-12.08,2.79
825.08,-2.52,(-0.30%),-12.08,2.79
824.95,-2.65,(-0.32%),-12.08,2.79
824.88,-2.72,(-0.33%),-12.08,2.79
824.84,-2.76,(-0.33%),-12.08,2.79
824.84,-2.76,(-0.33%),-12.08,2.79
824.66,-2.94,(-0.36%),-12.08,2.79
824.53,-3.07,(-0.37%),-12.08,2.79
824.70,-2.90,(-0.35%),-12.08,2.79
824.73,-2.87,(-0.35%),-12.08,2.79
824.74,-2.86,(-0.35%),-12.08,2.79
824.77,-2.83,(-0.34%),-12.08,2.79
824.83,-2.77,(-0.33%),-12.08,2.79
824.82,-2.78,(-0.34%),-12.08,2.79
824.71,-2.89,(-0.35%),-12.08,2.79
824.54,-3.06,(-0.37%),-12.08,2.79
824.64,-2.96,(-0.36%),-12.08,2.79
824.64,-2.96,(-0.36%),-12.08,2.79
824.01,-3.59,(-0.43%),-12.08,2.79
823.60,-4.00,(-0.48%),-12.08,2.79
823.62,-3.98,(-0.48%),-12.08,2.79
823.61,-3.99,(-0.48%),-12.08,2.79
823.21,-4.39,(-0.53%),-12.08,2.79
823.21,-4.39,(-0.53%),-12.08,2.79
823.43,-4.17,(-0.50%),-12.08,2.79
823.10,-4.50,(-0.54%),-12.08,2.79
823.52,-4.08,(-0.49%),-12.08,2.79
823.73,-3.87,(-0.47%),-12.08,2.79
823.43,-4.17,(-0.50%),-12.08,2.79
823.47,-4.13,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.48,-4.12,(-0.50%),-12.08,2.79
823.63,-3.97,(-0.48%),-12.08,2.79
823.67,-3.93,(-0.47%),-12.08,2.79
823.62,-3.98,(-0.48%),-12.08,2.79
823.59,-4.01,(-0.48%),-12.08,2.79
823.45,-4.15,(-0.50%),-12.08,2.79
823.45,-4.15,(-0.50%),-12.08,2.79
823.56,-4.04,(-0.49%),-12.08,2.79
823.59,-4.01,(-0.48%),-12.08,2.79
823.74,-3.86,(-0.47%),-12.08,2.79
823.70,-3.90,(-0.47%),-12.08,2.79
823.78,-3.82,(-0.46%),-12.08,2.79
823.80,-3.80,(-0.46%),-12.08,2.79
823.37,-4.23,(-0.51%),-12.08,2.79
823.26,-4.34,(-0.52%),-12.08,2.79
823.26,-4.34,(-0.52%),-12.08,2.79
822.77,-4.83,(-0.58%),-12.08,2.79
822.66,-4.94,(-0.60%),-12.08,2.79
823.07,-4.53,(-0.55%),-12.08,2.79
822.77,-4.83,(-0.58%),-12.08,2.79
822.99,-4.61,(-0.56%),-12.08,2.79
822.77,-4.83,(-0.58%),-12.08,2.79
823.16,-4.44,(-0.54%),-12.08,2.79
823.16,-4.44,(-0.54%),-12.08,2.79
822.96,-4.64,(-0.56%),-12.08,2.79
822.90,-4.70,(-0.57%),-12.08,2.79
822.99,-4.61,(-0.56%),-12.08,2.79
822.80,-4.80,(-0.58%),-12.08,2.79
822.66,-4.94,(-0.60%),-12.08,2.79
822.66,-4.94,(-0.60%),-12.08,2.79
822.33,-5.27,(-0.64%),-12.08,2.79
822.33,-5.27,(-0.64%),-12.08,2.79
822.33,-5.27,(-0.64%),-12.08,2.79
822.64,-4.96,(-0.60%),-12.08,2.79
822.68,-4.92,(-0.59%),-12.08,2.79
822.77,-4.83,(-0.58%),-12.08,2.79
822.98,-4.62,(-0.56%),-12.08,2.79
822.80,-4.80,(-0.58%),-12.08,2.79
822.80,-4.80,(-0.58%),-12.08,2.79
822.84,-4.76,(-0.58%),-12.08,2.79
822.91,-4.69,(-0.57%),-12.08,2.79
823.01,-4.59,(-0.55%),-12.08,2.79
822.33,-5.27,(-0.64%),-12.08,2.79
822.93,-4.67,(-0.56%),-12.08,2.79
822.83,-4.77,(-0.58%),-12.08,2.79
822.81,-4.79,(-0.58%),-12.08,2.79
823.02,-4.58,(-0.55%),-12.08,2.79
822.95,-4.65,(-0.56%),-12.08,2.79
822.78,-4.82,(-0.58%),-12.08,2.79
822.84,-4.76,(-0.58%),-12.08,2.79
823.20,-4.40,(-0.53%),-12.08,2.79
823.26,-4.34,(-0.52%),-12.08,2.79
822.81,-4.79,(-0.58%),-12.08,2.79
822.33,-5.27,(-0.64%),-12.08,2.79
822.96,-4.64,(-0.56%),-12.08,2.79
823.10,-4.50,(-0.54%),-12.08,2.79
822.80,-4.80,(-0.58%),-12.08,2.79
823.11,-4.49,(-0.54%),-12.08,2.79
823.15,-4.45,(-0.54%),-12.08,2.79
822.85,-4.75,(-0.57%),-12.08,2.79
823.02,-4.58,(-0.55%),-12.08,2.79
822.92,-4.68,(-0.57%),-12.08,2.79
822.71,-4.89,(-0.59%),-12.08,2.79
822.76,-4.84,(-0.58%),-12.08,2.79
822.63,-4.97,(-0.60%),-12.08,2.79
